"Time","cadvisor","grafana","mockpt-opcua-mqtt-client","mosquitto-broker","node-exporter","physical_twin_emulator","portainer","prometheus","state-exporter"
2025-11-17 12:08:15,36.5 MiB,99.6 MiB,36.1 MiB,404 KiB,10.8 MiB,118 MiB,16.4 MiB,108 MiB,16.2 MiB
2025-11-17 12:08:30,34.3 MiB,99.9 MiB,36.1 MiB,404 KiB,11.4 MiB,118 MiB,16.4 MiB,111 MiB,15.8 MiB
2025-11-17 12:08:45,34.1 MiB,99.9 MiB,36.1 MiB,404 KiB,10.9 MiB,118 MiB,16.4 MiB,111 MiB,18.6 MiB
2025-11-17 12:09:00,35.3 MiB,99.9 MiB,36.1 MiB,404 KiB,11.3 MiB,118 MiB,16.4 MiB,111 MiB,17.3 MiB
2025-11-17 12:09:15,34.6 MiB,100 MiB,36.1 MiB,404 KiB,11.0 MiB,118 MiB,16.4 MiB,111 MiB,18.2 MiB
2025-11-17 12:09:30,32.4 MiB,100 MiB,36.1 MiB,404 KiB,11.2 MiB,118 MiB,16.4 MiB,104 MiB,16.1 MiB
2025-11-17 12:09:45,34.8 MiB,102 MiB,36.1 MiB,404 KiB,11.1 MiB,118 MiB,16.4 MiB,104 MiB,15.7 MiB
2025-11-17 12:10:00,36.9 MiB,102 MiB,36.1 MiB,404 KiB,11.3 MiB,118 MiB,16.4 MiB,104 MiB,16.7 MiB
2025-11-17 12:10:15,35.0 MiB,103 MiB,36.1 MiB,404 KiB,10.9 MiB,118 MiB,16.4 MiB,104 MiB,16.3 MiB
2025-11-17 12:10:30,33.8 MiB,103 MiB,36.1 MiB,404 KiB,11.5 MiB,118 MiB,16.5 MiB,110 MiB,16.1 MiB
2025-11-17 12:10:45,35.5 MiB,103 MiB,36.1 MiB,404 KiB,10.8 MiB,118 MiB,17.6 MiB,110 MiB,16.3 MiB
2025-11-17 12:11:00,37.9 MiB,103 MiB,36.1 MiB,404 KiB,11.6 MiB,118 MiB,17.6 MiB,110 MiB,16.0 MiB
2025-11-17 12:11:15,33.7 MiB,103 MiB,36.1 MiB,404 KiB,11.3 MiB,118 MiB,17.6 MiB,111 MiB,16.4 MiB
2025-11-17 12:11:30,34.8 MiB,103 MiB,36.1 MiB,404 KiB,11.0 MiB,118 MiB,17.6 MiB,111 MiB,15.9 MiB
2025-11-17 12:11:45,34.5 MiB,103 MiB,36.1 MiB,404 KiB,11.6 MiB,118 MiB,17.6 MiB,111 MiB,16.8 MiB
2025-11-17 12:12:00,37.1 MiB,103 MiB,36.1 MiB,404 KiB,11.4 MiB,118 MiB,17.6 MiB,111 MiB,16.2 MiB
2025-11-17 12:12:15,35.4 MiB,96.8 MiB,36.1 MiB,404 KiB,12.2 MiB,118 MiB,17.6 MiB,111 MiB,17.5 MiB
2025-11-17 12:12:30,34.4 MiB,96.8 MiB,36.1 MiB,404 KiB,11.7 MiB,118 MiB,17.5 MiB,111 MiB,15.9 MiB
2025-11-17 12:12:45,33.4 MiB,96.8 MiB,36.1 MiB,404 KiB,11.9 MiB,118 MiB,17.5 MiB,113 MiB,16.1 MiB
2025-11-17 12:13:00,32.0 MiB,102 MiB,36.1 MiB,404 KiB,11.7 MiB,118 MiB,17.5 MiB,113 MiB,16.3 MiB
2025-11-17 12:13:15,33.8 MiB,105 MiB,36.1 MiB,404 KiB,11.2 MiB,118 MiB,17.5 MiB,113 MiB,17.2 MiB
2025-11-17 12:13:30,33.7 MiB,105 MiB,36.1 MiB,404 KiB,11.3 MiB,118 MiB,17.5 MiB,113 MiB,16.0 MiB
2025-11-17 12:13:45,31.3 MiB,105 MiB,36.1 MiB,404 KiB,11.1 MiB,118 MiB,17.5 MiB,113 MiB,17.3 MiB
2025-11-17 12:14:00,32.0 MiB,105 MiB,36.1 MiB,404 KiB,11.4 MiB,118 MiB,17.5 MiB,113 MiB,17.6 MiB
2025-11-17 12:14:15,35.0 MiB,105 MiB,36.1 MiB,404 KiB,11.2 MiB,118 MiB,17.5 MiB,113 MiB,17.4 MiB
2025-11-17 12:14:30,32.6 MiB,105 MiB,36.1 MiB,404 KiB,11.6 MiB,118 MiB,17.5 MiB,113 MiB,16.5 MiB
2025-11-17 12:14:45,33.7 MiB,105 MiB,36.1 MiB,404 KiB,11.8 MiB,118 MiB,17.5 MiB,113 MiB,18.1 MiB
2025-11-17 12:15:00,32.2 MiB,105 MiB,36.1 MiB,404 KiB,11.4 MiB,118 MiB,17.5 MiB,113 MiB,15.9 MiB
